# w      Rpp                     Rps                     Rsp                     Rss
15.47    5.63763029466548e+05    1.66694916742299e-01    9.02362298186998e+00    9.39070342105742e-02
15.48    5.65146420625439e+05    1.67529297867586e-01    9.05608660474202e+00    9.45693817768880e-02
15.49    5.66515996966987e+05    1.68467558027697e-01    9.08864063986142e+00    9.52987891765725e-02
15.50    5.67874278606622e+05    1.69441334891892e-01    9.12194090785240e+00    9.60589464958607e-02
15.51    5.69180628955331e+05    1.70484176658634e-01    9.15504740826709e+00    9.68669784481557e-02
15.52    5.70417330724693e+05    1.71523871560935e-01    9.18729350819756e+00    9.76811643085432e-02
15.53    5.71570265726904e+05    1.72551449893195e-01    9.21851943273888e+00    9.84969740230812e-02
15.54    5.72622480591840e+05    1.73539748589032e-01    9.24836559646345e+00    9.92978130558862e-02
15.55    5.73550886877876e+05    1.74536925890164e-01    9.27690554536820e+00    1.00108296090665e-01
15.56    5.74334855142318e+05    1.75399889834671e-01    9.30275566888283e+00    1.00843171437705e-01
15.57    5.74962659589451e+05    1.76301343922747e-01    9.32609245652958e+00    1.01597968096777e-01
15.58    5.75457030572026e+05    1.77052010255733e-01    9.34697203910873e+00    1.02264468507705e-01
15.59    5.75794747041792e+05    1.77754115908296e-01    9.36460066688787e+00    1.02894253164512e-01
15.60    5.76002724645893e+05    1.78348401624331e-01    9.38033204021943e+00    1.03453305300387e-01
15.61    5.76101089396606e+05    1.78832529214336e-01    9.39331963233264e+00    1.03937087834044e-01
15.62    5.76093296900436e+05    1.79261525470223e-01    9.40364534298318e+00    1.04372934318672e-01
15.63    5.76010738327599e+05    1.79588702576131e-01    9.41213617579190e+00    1.04733831401066e-01
15.64    5.75893267777199e+05    1.79814336943716e-01    9.41900660644685e+00    1.05020150402294e-01
15.65    5.75760762948596e+05    1.79948984720493e-01    9.42452273604531e+00    1.05236772311336e-01
15.66    5.75642233024769e+05    1.80069273067981e-01    9.42944123864424e+00    1.05429153944124e-01
15.67    5.75556365106883e+05    1.80118810329163e-01    9.43364529260575e+00    1.05563504185571e-01
15.68    5.75542624412945e+05    1.80110510518793e-01    9.43801333959946e+00    1.05651586542640e-01
15.69    5.75606411011140e+05    1.80122367588796e-01    9.44271622427188e+00    1.05737066785708e-01
15.70    5.75770069769357e+05    1.80092426787311e-01    9.44768672353706e+00    1.05786604164734e-01
15.71    5.76060765962482e+05    1.80043122275303e-01    9.45380708872232e+00    1.05816276766522e-01
15.72    5.76483811744018e+05    1.79974223563713e-01    9.46077323958921e+00    1.05825892344013e-01
15.73    5.77050260651755e+05    1.79947981012807e-01    9.46918256059428e+00    1.05853508975009e-01
15.74    5.77790241188030e+05    1.79914323852837e-01    9.47944694820152e+00    1.05874623884887e-01
15.75    5.78693539127795e+05    1.79870973370174e-01    9.49129958216977e+00    1.05886300950890e-01
15.76    5.79778027440939e+05    1.79880432153252e-01    9.50520875780183e+00    1.05928671619311e-01
15.77    5.81053113647581e+05    1.79828878740533e-01    9.52158003550156e+00    1.05938274403655e-01
15.78    5.82516191969820e+05    1.79841624504716e-01    9.54004866900037e+00    1.05989103978030e-01
15.79    5.84171233759871e+05    1.79918208048356e-01    9.56156702620998e+00    1.06084791676540e-01
15.80    5.86013033409602e+05    1.79934835676137e-01    9.58590189192494e+00    1.06154637697029e-01
15.81    5.88025122501764e+05    1.80015379792177e-01    9.61320734737703e+00    1.06272333008378e-01
15.82    5.90204640776889e+05    1.80102943690190e-01    9.64343153379169e+00    1.06408573067309e-01
15.83    5.92528588093634e+05    1.80197985306246e-01    9.67695389625365e+00    1.06564683716741e-01
15.84    5.94973235022917e+05    1.80344053980475e-01    9.71352539883253e+00    1.06767543025984e-01
15.85    5.97507720051705e+05    1.80491651588938e-01    9.75234152261413e+00    1.06987293428614e-01
15.86    6.00116426616100e+05    1.80624467899279e-01    9.79373320634013e+00    1.07217059630880e-01
15.87    6.02769188492993e+05    1.80741727059213e-01    9.83753568992197e+00    1.07455791275014e-01
15.88    6.05430411343219e+05    1.80892654518315e-01    9.88276025555079e+00    1.07730208321455e-01
15.89    6.08082604430556e+05    1.81029705282128e-01    9.92954839415891e+00    1.08012979727718e-01
15.90    6.10696968413758e+05    1.81141504991564e-01    9.97697318403643e+00    1.08294396963654e-01
15.91    6.13257869208926e+05    1.81230901063503e-01    1.00246952924976e+01    1.08574840698934e-01
15.92    6.15739379091347e+05    1.81307052235125e-01    1.00725132631138e+01    1.08856475352113e-01
15.93    6.18156678064639e+05    1.81384330310499e-01    1.01200325679279e+01    1.09149731187014e-01
15.94    6.20468200335776e+05    1.81451839697095e-01    1.01662401072985e+01    1.09440958825126e-01
15.95    6.22693408840196e+05    1.81525991916976e-01    1.02121718510539e+01    1.09741501097374e-01
15.96    6.24817510114242e+05    1.81612356109095e-01    1.02566884121507e+01    1.10050961169253e-01
15.97    6.26840019010342e+05    1.81707114648713e-01    1.02993346286873e+01    1.10364677096058e-01
15.98    6.28787016922026e+05    1.81827397308909e-01    1.03408286710093e+01    1.10694455855779e-01
15.99    6.30652240584923e+05    1.81975106345078e-01    1.03810287962166e+01    1.11039253041774e-01
16.00    6.32449022485711e+05    1.82140773524916e-01    1.04197144279622e+01    1.11392851154834e-01
16.01    6.34189375092585e+05    1.82353268227838e-01    1.04577208026522e+01    1.11772466809167e-01
16.02    6.35867974412642e+05    1.82574790721342e-01    1.04941459190902e+01    1.12152857789568e-01
16.03    6.37503414197757e+05    1.82841363767703e-01    1.05290044253398e+01    1.12557609055824e-01
16.04    6.39114518696261e+05    1.83130056476804e-01    1.05636861621653e+01    1.12974347271514e-01
16.05    6.40696060294046e+05    1.83453975217450e-01    1.05976250669459e+01    1.13409088059533e-01
16.06    6.42250265998021e+05    1.83807623799459e-01    1.06308493792569e+01    1.13858349502613e-01
16.07    6.43800579503894e+05    1.84188070385070e-01    1.06639361659986e+01    1.14324053914997e-01
16.08    6.45328150227193e+05    1.84600180087070e-01    1.06967363279572e+01    1.14805301049533e-01
16.09    6.46850355749374e+05    1.85046100629021e-01    1.07291850355811e+01    1.15305296943618e-01
16.10    6.48368155051944e+05    1.85520653671541e-01    1.07613363928418e+01    1.15820665687386e-01
16.11    6.49884606468501e+05    1.86031056552932e-01    1.07939438708430e+01    1.16355885255268e-01
16.12    6.51406145444681e+05    1.86565862999899e-01    1.08263504164506e+01    1.16903564267557e-01
16.13    6.52951961794601e+05    1.87141553102894e-01    1.08596693986967e+01    1.17475741036052e-01
16.14    6.54516103003747e+05    1.87738087427053e-01    1.08929302994646e+01    1.18057719182047e-01
16.15    6.56115627978862e+05    1.88365331164464e-01    1.09272578647654e+01    1.18657398927795e-01
16.16    6.57771128486932e+05    1.89032918971944e-01    1.09622658506666e+01    1.19282688443133e-01
16.17    6.59475041765001e+05    1.89713889318725e-01    1.09984847766053e+01    1.19914417780139e-01
16.18    6.61251692957927e+05    1.90431333693643e-01    1.10353615762965e+01    1.20571300659358e-01
16.19    6.63101830525896e+05    1.91172443529541e-01    1.10744559625934e+01    1.21245262927324e-01
16.20    6.65022002570093e+05    1.91935916655953e-01    1.11134057425016e+01    1.21935841252380e-01
16.21    6.67029607445619e+05    1.92717159473321e-01    1.11546835363617e+01    1.22644560261019e-01
16.22    6.69117664346749e+05    1.93528534483180e-01    1.11966846138486e+01    1.23379758208584e-01
16.23    6.71265191128022e+05    1.94352655329625e-01    1.12397671086935e+01    1.24128885114465e-01
16.24    6.73474092258275e+05    1.95188499465187e-01    1.12837134138807e+01    1.24894059409478e-01
16.25    6.75727659105759e+05    1.96033797419032e-01    1.13288031933953e+01    1.25674469099668e-01
16.26    6.78033874284200e+05    1.96888661696394e-01    1.13744865743068e+01    1.26472851396624e-01
16.27    6.80355634829707e+05    1.97740468451182e-01    1.14204155537614e+01    1.27277456375872e-01
16.28    6.82705013131453e+05    1.98582518497867e-01    1.14676458280086e+01    1.28086522503724e-01
16.29    6.85044723619277e+05    1.99417148900777e-01    1.15138850371864e+01    1.28897535676066e-01
16.30    6.87403133063870e+05    2.00247125932959e-01    1.15613537285228e+01    1.29716906816823e-01
16.31    6.89772441440039e+05    2.01063941997074e-01    1.16085492571802e+01    1.30536985879193e-01
16.32    6.92137954861786e+05    2.01872422392488e-01    1.16563506261614e+01    1.31358833395773e-01
16.33    6.94505180748876e+05    2.02665639203907e-01    1.17043758840014e+01    1.32177928105842e-01
16.34    6.96878645123989e+05    2.03436982868566e-01    1.17522568673230e+01    1.32989831087245e-01
16.35    6.99273460923598e+05    2.04209565167575e-01    1.18011509497349e+01    1.33812021788491e-01
16.36    7.01684201586204e+05    2.04960267555709e-01    1.18507650409598e+01    1.34627061188611e-01
16.37    7.04123755721714e+05    2.05697814342204e-01    1.19005978386479e+01    1.35443064072949e-01
16.38    7.06574220488000e+05    2.06419415448344e-01    1.19515417338625e+01    1.36256078406032e-01
16.39    7.09049066864570e+05    2.07126159653969e-01    1.20030733176260e+01    1.37069350232193e-01
16.40    7.11532053383990e+05    2.07807840631447e-01    1.20548147646493e+01    1.37873959522323e-01
16.41    7.14024368220595e+05    2.08478944695211e-01    1.21074446965564e+01    1.38682325461860e-01
16.42    7.16534419342132e+05    2.09132336456087e-01    1.21608139673860e+01    1.39492549164887e-01
16.43    7.19024530439808e+05    2.09770335449316e-01    1.22141719316027e+01    1.40301646428007e-01
16.44    7.21485628460809e+05    2.10383472078493e-01    1.22678582014185e+01    1.41103683694370e-01
16.45    7.23922083766258e+05    2.10986426324465e-01    1.23212454793677e+01    1.41911430367365e-01
16.46    7.26311603316599e+05    2.11576324950759e-01    1.23743694035446e+01    1.42720753387556e-01
16.47    7.28646202625565e+05    2.12143620844316e-01    1.24271242691112e+01    1.43525649212168e-01
16.48    7.30918171724044e+05    2.12702238979710e-01    1.24790019251248e+01    1.44335791606051e-01
16.49    7.33103262546158e+05    2.13241694463695e-01    1.25300277522411e+01    1.45141751791463e-01
16.50    7.35186438773943e+05    2.13758987064638e-01    1.25802274129146e+01    1.45939043942537e-01
16.51    7.37173534697901e+05    2.14262360571312e-01    1.26289815168405e+01    1.46736066770473e-01
16.52    7.39049780620859e+05    2.14749299495997e-01    1.26758733590714e+01    1.47528554404916e-01
16.53    7.40795563211412e+05    2.15202849461525e-01    1.27219106515636e+01    1.48301997085678e-01
16.54    7.42413816796157e+05    2.15630337910910e-01    1.27652232260698e+01    1.49061237645550e-01
16.55    7.43900704581164e+05    2.16031472597898e-01    1.28076260535918e+01    1.49805893538836e-01
16.56    7.45227026138065e+05    2.16402765518697e-01    1.28474519828556e+01    1.50527764470140e-01
16.57    7.46415933849643e+05    2.16747181665818e-01    1.28860484732762e+01    1.51231067616093e-01
16.58    7.47437728848776e+05    2.17046245479852e-01    1.29217583945222e+01    1.51896855273071e-01
16.59    7.48331910584640e+05    2.17328501600192e-01    1.29558682195077e+01    1.52549894145515e-01
16.60    7.49053138915406e+05    2.17573690579189e-01    1.29868063670257e+01    1.53167070187801e-01
16.61    7.49624712464027e+05    2.17793136683131e-01    1.30154943272340e+01    1.53758344779821e-01
16.62    7.50055966737445e+05    2.17973497615160e-01    1.30415615977263e+01    1.54313429960289e-01
16.63    7.50323099414210e+05    2.18135323424988e-01    1.30652370936139e+01    1.54840557901463e-01
16.64    7.50463019583187e+05    2.18277292132207e-01    1.30854963127656e+01    1.55343572741104e-01
16.65    7.50441157677870e+05    2.18379667174681e-01    1.31026983548978e+01    1.55799117423514e-01
16.66    7.50299245900136e+05    2.18464105504018e-01    1.31177206574035e+01    1.56227492074801e-01
16.67    7.50021263658037e+05    2.18522482650367e-01    1.31285251341886e+01    1.56616049911004e-01
16.68    7.49625303931651e+05    2.18558179786842e-01    1.31362522501942e+01    1.56966141208262e-01
16.69    7.49133683449666e+05    2.18567599280811e-01    1.31416723923373e+01    1.57274632493848e-01
16.70    7.48560979486557e+05    2.18555201360509e-01    1.31432929136992e+01    1.57540192770203e-01
16.71    7.47947045201541e+05    2.18520278882536e-01    1.31420521498294e+01    1.57761230594508e-01
16.72    7.47322696097235e+05    2.18478297844341e-01    1.31394102108736e+01    1.57947790543850e-01
16.73    7.46739030726361e+05    2.18430339274518e-01    1.31350103577271e+01    1.58099999706215e-01
16.74    7.46240747433539e+05    2.18385620919344e-01    1.31296835111205e+01    1.58226190505565e-01
16.75    7.45885190653263e+05    2.18370398069705e-01    1.31253695898146e+01    1.58347507187305e-01
16.76    7.45727064406053e+05    2.18393543904749e-01    1.31220681253793e+01    1.58474235060654e-01
16.77    7.45802918321563e+05    2.18445666345338e-01    1.31211584623625e+01    1.58604599633583e-01
16.78    7.46156054898400e+05    2.18564643842178e-01    1.31236683877219e+01    1.58772839278158e-01
16.79    7.46805071302784e+05    2.18736287234290e-01    1.31307623709603e+01    1.58975409296246e-01
16.80    7.47761114269949e+05    2.18976146354463e-01    1.31425197861194e+01    1.59230792656875e-01
16.81    7.49012256506774e+05    2.19287806878034e-01    1.31592251735052e+01    1.59549046388805e-01
16.82    7.50546319967203e+05    2.19665932962175e-01    1.31814386483540e+01    1.59932032070356e-01
16.83    7.52324290812213e+05    2.20101751940974e-01    1.32089582126918e+01    1.60378910407346e-01
16.84    7.54302857341455e+05    2.20593166227330e-01    1.32408177729034e+01    1.60891707877430e-01
16.85    7.56429151011787e+05    2.21121277897768e-01    1.32763913369603e+01    1.61459088990731e-01
16.86    7.58658871827908e+05    2.21684095755102e-01    1.33154680940240e+01    1.62080184514633e-01
16.87    7.60933902176513e+05    2.22254768020802e-01    1.33572135860026e+01    1.62735058819946e-01
16.88    7.63206940403429e+05    2.22841009000310e-01    1.33997607596897e+01    1.63426760616490e-01
16.89    7.65442637394309e+05    2.23419548601298e-01    1.34428258257547e+01    1.64135260548960e-01
16.90    7.67604360972744e+05    2.23992944149246e-01    1.34857300024323e+01    1.64859353384151e-01
16.91    7.69667303831371e+05    2.24550024204912e-01    1.35283860221628e+01    1.65586375375926e-01
16.92    7.71620384022477e+05    2.25088876935942e-01    1.35697651769519e+01    1.66310428203304e-01
16.93    7.73445923529742e+05    2.25608651520698e-01    1.36089701559434e+01    1.67027121695957e-01
16.94    7.75152289751773e+05    2.26103681036399e-01    1.36458639928696e+01    1.67728382321522e-01
16.95    7.76743650314887e+05    2.26567441812290e-01    1.36818653433729e+01    1.68405914210136e-01
16.96    7.78230728914805e+05    2.27019840307749e-01    1.37154383094530e+01    1.69071746787635e-01
16.97    7.79625629509996e+05    2.27447648088525e-01    1.37471911602485e+01    1.69714009386516e-01
16.98    7.80949728253791e+05    2.27855606815230e-01    1.37773526902730e+01    1.70334590020911e-01
16.99    7.82223660965543e+05    2.28263541300495e-01    1.38061221975383e+01    1.70947782623791e-01
17.00    7.83463073624052e+05    2.28642519033578e-01    1.38338021203573e+01    1.71531514398784e-01
17.01    7.84680966757152e+05    2.29011450022975e-01    1.38611716974737e+01    1.72100745977484e-01
17.02    7.85892859309821e+05    2.29364151859878e-01    1.38878499206214e+01    1.72650551744007e-01
17.03    7.87105234524333e+05    2.29710641709512e-01    1.39146497967929e+01    1.73190214736840e-01
17.04    7.88329215233882e+05    2.30051802797111e-01    1.39406042022075e+01    1.73720852934265e-01
17.05    7.89564657936297e+05    2.30395927746530e-01    1.39663019640343e+01    1.74249432195063e-01
17.06    7.90803795104732e+05    2.30733718278887e-01    1.39928119313734e+01    1.74769420647643e-01
17.07    7.92054445770781e+05    2.31056851525496e-01    1.40185458479491e+01    1.75274762912388e-01
17.08    7.93301842467956e+05    2.31389824169179e-01    1.40444769265457e+01    1.75783390193767e-01
17.09    7.94551804880273e+05    2.31715461933238e-01    1.40700148272470e+01    1.76281859438996e-01
17.10    7.95797150432644e+05    2.32050400049980e-01    1.40956216286863e+01    1.76782058446304e-01
17.11    7.97044081205775e+05    2.32370764132773e-01    1.41196738069112e+01    1.77264560834531e-01
17.12    7.98299720861660e+05    2.32704121906403e-01    1.41444531682704e+01    1.77749468220823e-01
17.13    7.99573681713883e+05    2.33035852905310e-01    1.41684052094617e+01    1.78224593671874e-01
17.14    8.00885238402498e+05    2.33377980897794e-01    1.41928627242445e+01    1.78698665300078e-01
17.15    8.02249831666841e+05    2.33743038355810e-01    1.42181412323472e+01    1.79181542761658e-01
17.16    8.03696707118743e+05    2.34117934268045e-01    1.42429183045337e+01    1.79663817945953e-01
17.17    8.05242294022302e+05    2.34524542624404e-01    1.42693204251367e+01    1.80163613917261e-01
17.18    8.06911268600260e+05    2.34940290851276e-01    1.42978005744877e+01    1.80666034729417e-01
17.19    8.08727685612499e+05    2.35403582904650e-01    1.43282943731452e+01    1.81203439117752e-01
17.20    8.10704392637933e+05    2.35897900877411e-01    1.43605389651325e+01    1.81766276578541e-01
17.21    8.12847504408663e+05    2.36423957431861e-01    1.43960395664074e+01    1.82359132467706e-01
17.22    8.15168216188705e+05    2.36990530084141e-01    1.44339569228807e+01    1.82992655332688e-01
17.23    8.17650343193392e+05    2.37593784802306e-01    1.44748486526682e+01    1.83667511697483e-01
17.24    8.20286546833492e+05    2.38221563155329e-01    1.45193159648482e+01    1.84377877167099e-01
17.25    8.23061663594024e+05    2.38878674717503e-01    1.45666773234674e+01    1.85130019923578e-01
17.26    8.25937812358134e+05    2.39558223807685e-01    1.46165646516665e+01    1.85920624651451e-01
17.27    8.28896912436131e+05    2.40254670430170e-01    1.46686545374007e+01    1.86746714407329e-01
17.28    8.31909160099111e+05    2.40961949803219e-01    1.47225275573557e+01    1.87604182123915e-01
17.29    8.34932695761443e+05    2.41664807936812e-01    1.47776508129257e+01    1.88480492500249e-01
17.30    8.37946206557926e+05    2.42358262824391e-01    1.48335302163888e+01    1.89370269440500e-01
17.31    8.40920863184669e+05    2.43055355743131e-01    1.48896610108742e+01    1.90282182602611e-01
17.32    8.43831349231964e+05    2.43725688950351e-01    1.49461646524794e+01    1.91189557538652e-01
17.33    8.46657164633247e+05    2.44384258761842e-01    1.50013966016217e+01    1.92101516985729e-01
17.34    8.49386305247126e+05    2.45010816454640e-01    1.50561746907414e+01    1.92999168181143e-01
17.35    8.52001785550258e+05    2.45622719572093e-01    1.51095657344831e+01    1.93892809241808e-01
17.36    8.54501769201763e+05    2.46202569013629e-01    1.51608268800091e+01    1.94766176079141e-01
17.37    8.56879350003654e+05    2.46767631620661e-01    1.52101772625735e+01    1.95628987720378e-01
17.38    8.59142135118720e+05    2.47302642407839e-01    1.52582953898768e+01    1.96466837598358e-01
17.39    8.61293803896083e+05    2.47817810669282e-01    1.53031885786646e+01    1.97285061856174e-01
17.40    8.63336689147068e+05    2.48306267409345e-01    1.53473532292607e+01    1.98075964480502e-01
17.41    8.65285666521014e+05    2.48799046093305e-01    1.53895681289362e+01    1.98861436567949e-01
17.42    8.67159741412089e+05    2.49262580760178e-01    1.54287649995662e+01    1.99613515044242e-01
17.43    8.68968377670120e+05    2.49718922231112e-01    1.54675637968571e+01    2.00347772736611e-01
17.44    8.70732000921320e+05    2.50172083355758e-01    1.55042872948375e+01    2.01066197932624e-01
17.45    8.72476811221885e+05    2.50617335954000e-01    1.55392882734495e+01    2.01765010730024e-01
17.46    8.74228150000478e+05    2.51068435522727e-01    1.55747852311675e+01    2.02454931128781e-01
17.47    8.76003671178100e+05    2.51520293012840e-01    1.56092139825782e+01    2.03132023315728e-01
17.48    8.77826125904718e+05    2.51977012606477e-01    1.56441908059809e+01    2.03799826868089e-01
17.49    8.79727748796137e+05    2.52452612360982e-01    1.56802324348061e+01    2.04471764142338e-01
17.50    8.81733741345364e+05    2.52922440471201e-01    1.57164880378569e+01    2.05129686600768e-01
17.51    8.83859091920115e+05    2.53417824322645e-01    1.57539095029709e+01    2.05800123590768e-01
17.52    8.86126448803885e+05    2.53913575273174e-01    1.57936845441153e+01    2.06466079501943e-01
17.53    8.88554194171906e+05    2.54449897689627e-01    1.58355064372649e+01    2.07162669954912e-01
17.54    8.91157452907563e+05    2.54999837328517e-01    1.58811029347852e+01    2.07871502628668e-01
17.55    8.93950546455903e+05    2.55573911200145e-01    1.59288769739880e+01    2.08604937071306e-01
17.56    8.96937293680148e+05    2.56171575355049e-01    1.59789975148669e+01    2.09365299190370e-01
17.57    9.00113862536265e+05    2.56801973333793e-01    1.60337532128291e+01    2.10164407126786e-01
17.58    9.03491487828030e+05    2.57453403847972e-01    1.60919654422052e+01    2.10996505691802e-01
17.59    9.07045160462848e+05    2.58142098714224e-01    1.61535947903070e+01    2.11877620044101e-01
17.60    9.10775735032135e+05    2.58845148127306e-01    1.62179997850361e+01    2.12792802293890e-01
17.61    9.14655391797769e+05    2.59577527512243e-01    1.62863457029443e+01    2.13756562614589e-01
17.62    9.18669644529308e+05    2.60324550455155e-01    1.63584451551443e+01    2.14759157888525e-01
17.63    9.22789256355340e+05    2.61080805312637e-01    1.64333161298548e+01    2.15797583862552e-01
17.64    9.26989717992482e+05    2.61851076439057e-01    1.65106272859917e+01    2.16876700670824e-01
17.65    9.31245553926087e+05    2.62619833255991e-01    1.65898984678976e+01    2.17983098310692e-01
17.66    9.35527836230352e+05    2.63392454300709e-01    1.66714422657460e+01    2.19120893794436e-01
17.67    9.39813485431848e+05    2.64154749145346e-01    1.67527424097390e+01    2.20277251128327e-01
17.68    9.44081547331486e+05    2.64903193963404e-01    1.68369493412814e+01    2.21447902686499e-01
17.69    9.48316138185822e+05    2.65644750290943e-01    1.69201208994939e+01    2.22636645418216e-01
17.70    9.52495545090341e+05    2.66377324619322e-01    1.70047930917904e+01    2.23839929602962e-01
17.71    9.56611887967578e+05    2.67078945531531e-01    1.70878054704823e+01    2.25037216611634e-01
17.72    9.60652157919016e+05    2.67768361938179e-01    1.71717045278503e+01    2.26241539111976e-01
17.73    9.64606442625911e+05    2.68435157673791e-01    1.72549119736278e+01    2.27442592633988e-01
17.74    9.68470605657897e+05    2.69078659495602e-01    1.73356980676236e+01    2.28637189823954e-01
17.75    9.72238926719493e+05    2.69709655663960e-01    1.74176788161142e+01    2.29833220344060e-01
17.76    9.75913115511214e+05    2.70318020777825e-01    1.74969460639688e+01    2.31019126807765e-01
17.77    9.79492262000313e+05    2.70904641856358e-01    1.75756768941134e+01    2.32194134259239e-01
17.78    9.82977663754130e+05    2.71470968262309e-01    1.76531561885093e+01    2.33358347596576e-01
17.79    9.86376575291908e+05    2.72028633633261e-01    1.77293044274319e+01    2.34519549960946e-01
17.80    9.89693377492297e+05    2.72569075005833e-01    1.78049766780371e+01    2.35669704096311e-01
17.81    9.92930548068134e+05    2.73093980951825e-01    1.78786894401044e+01    2.36809019415882e-01
17.82    9.96106234593417e+05    2.73605320952913e-01    1.79513473809674e+01    2.37939060207619e-01
17.83    9.99216469250560e+05    2.74115198152611e-01    1.80238021357057e+01    2.39069778939807e-01
17.84    1.00228010860431e+06    2.74614824918741e-01    1.80946880647383e+01    2.40194124816665e-01
17.85    1.00530231139952e+06    2.75094646081528e-01    1.81656587268938e+01    2.41303887235017e-01
17.86    1.00828257478469e+06    2.75576691273855e-01    1.82352357923329e+01    2.42418630492094e-01
17.87    1.01122646679234e+06    2.76050731953662e-01    1.83058889303910e+01    2.43530432767014e-01
17.88    1.01413503357411e+06    2.76516805520308e-01    1.83752982669909e+01    2.44639854685153e-01
17.89    1.01701170218717e+06    2.76985370316894e-01    1.84443241360577e+01    2.45757428644674e-01
17.90    1.01984992516940e+06    2.77434117691802e-01    1.85129095329019e+01    2.46863584236536e-01
17.91    1.02264330755853e+06    2.77872497745005e-01    1.85817822239467e+01    2.47966969833308e-01
17.92    1.02538901568764e+06    2.78299315983744e-01    1.86492542817277e+01    2.49066790093714e-01
17.93    1.02807619564593e+06    2.78713095349039e-01    1.87159861204975e+01    2.50161424964120e-01
17.94    1.03069803580936e+06    2.79123457553601e-01    1.87827160334303e+01    2.51259788515026e-01
17.95    1.03324900770776e+06    2.79507180165967e-01    1.88476096917427e+01    2.52340043185261e-01
17.96    1.03571585942582e+06    2.79884749782084e-01    1.89121760435650e+01    2.53420211305978e-01
17.97    1.03808969433816e+06    2.80233079524249e-01    1.89761859171083e+01    2.54477666364356e-01
17.98    1.04036763854007e+06    2.80573049018524e-01    1.90378118050696e+01    2.55530076022199e-01
17.99    1.04254399211258e+06    2.80882468437675e-01    1.90986313076446e+01    2.56556461476149e-01
18.00    1.04460656124853e+06    2.81171583988288e-01    1.91567633105649e+01    2.57564061286324e-01
18.01    1.04656096394916e+06    2.81440111983639e-01    1.92136996689059e+01    2.58550396812073e-01
18.02    1.04839625136548e+06    2.81688667712029e-01    1.92686182664813e+01    2.59515538050189e-01
18.03    1.05011030765574e+06    2.81927994549659e-01    1.93212267707673e+01    2.60465785621101e-01
18.04    1.05171513977403e+06    2.82137437826986e-01    1.93716365129059e+01    2.61382011606370e-01
18.05    1.05320613543448e+06    2.82317628808936e-01    1.94205719515350e+01    2.62262127007195e-01
18.06    1.05458214086531e+06    2.82481129070145e-01    1.94654776824650e+01    2.63116255419231e-01
18.07    1.05585878450787e+06    2.82640308910636e-01    1.95106137550605e+01    2.63953840307064e-01
18.08    1.05703522593628e+06    2.82775186482984e-01    1.95517798011597e+01    2.64755272133185e-01
18.09    1.05812206587975e+06    2.82887782692749e-01    1.95916254293239e+01    2.65520740615146e-01
18.10    1.05913529757634e+06    2.83002832747054e-01    1.96294767973210e+01    2.66273082505834e-01
18.11    1.06008643547778e+06    2.83111690802962e-01    1.96663448090170e+01    2.67003219781670e-01
18.12    1.06099041214160e+06    2.83205914847162e-01    1.97007376419122e+01    2.67703530416665e-01
18.13    1.06185302797213e+06    2.83299021603466e-01    1.97337707629615e+01    2.68387234318174e-01
18.14    1.06269778071563e+06    2.83392695841455e-01    1.97655910293705e+01    2.69055954403313e-01
18.15    1.06352554786491e+06    2.83477154357572e-01    1.97973202891136e+01    2.69701939932912e-01
18.16    1.06434505637934e+06    2.83564129225723e-01    1.98273230513180e+01    2.70337426098939e-01
18.17    1.06515673512829e+06    2.83664821800786e-01    1.98575266095850e+01    2.70975139818976e-01
18.18    1.06596108423690e+06    2.83755469166015e-01    1.98861110569920e+01    2.71593422306895e-01
18.19    1.06673862109619e+06    2.83844974371837e-01    1.99147103672711e+01    2.72201314651561e-01
18.20    1.06748354107341e+06    2.83930774079469e-01    1.99422108179980e+01    2.72796269177999e-01
18.21    1.06817221657075e+06    2.84020726994360e-01    1.99681751655332e+01    2.73383806168193e-01
18.22    1.06878714418254e+06    2.84078909845793e-01    1.99922925829059e+01    2.73927634381396e-01
18.23    1.06931046490980e+06    2.84148271430038e-01    2.00140447376291e+01    2.74464415196816e-01
18.24    1.06973105978123e+06    2.84195299837948e-01    2.00322035396675e+01    2.74957129874607e-01
18.25    1.07005613175685e+06    2.84222549599411e-01    2.00493151424509e+01    2.75402776900205e-01
18.26    1.07029929804677e+06    2.84246104745347e-01    2.00625743668141e+01    2.75810083990344e-01
18.27    1.07049172252237e+06    2.84296817893577e-01    2.00741506227316e+01    2.76204131537158e-01
18.28    1.07068321731686e+06    2.84340173811110e-01    2.00828385064480e+01    2.76547318435339e-01
18.29    1.07094689119233e+06    2.84411700089023e-01    2.00914436386019e+01    2.76872381983960e-01
18.30    1.07135622229914e+06    2.84536706616328e-01    2.01003193803679e+01    2.77204903951789e-01
18.31    1.07199101451940e+06    2.84695031826689e-01    2.01109409543346e+01    2.77529215222304e-01
18.32    1.07293320962101e+06    2.84944724789143e-01    2.01249251374363e+01    2.77909216580518e-01
18.33    1.07426434294826e+06    2.85262147012709e-01    2.01448853068461e+01    2.78332883195977e-01
18.34    1.07603460380947e+06    2.85676252716216e-01    2.01704044907026e+01    2.78840801817682e-01
18.35    1.07828302004759e+06    2.86154623743366e-01    2.02035007651354e+01    2.79414326418218e-01
18.36    1.08102488192728e+06    2.86740721855128e-01    2.02459526185512e+01    2.80110272446830e-01
18.37    1.08425482931393e+06    2.87405191719105e-01    2.02972668309709e+01    2.80913616932362e-01
