# w(eV)  Rpp                     Rps                     Rsp                     Rss
02.89    5.43446939090751e+30    5.06746586394985e+28    1.65030937958524e+27    4.43360884999273e+27
02.90    5.60830463378198e+30    4.90812506346055e+28    1.61662953572716e+27    4.29803053915034e+27
02.91    5.77161912384450e+30    4.72532786208545e+28    1.55745328360760e+27    4.14111455853917e+27
02.92    5.92230149712013e+30    4.51657853228287e+28    1.47563955138400e+27    3.96076999310406e+27
02.93    6.05912565395066e+30    4.28075842529635e+28    1.37492237167809e+27    3.75609198648742e+27
02.94    6.18150828663746e+30    4.01858025083420e+28    1.25974396479625e+27    3.52778388837891e+27
02.95    6.28937566002899e+30    3.73301390891932e+28    1.13503806088694e+27    3.27851977564641e+27
02.96    6.38244341995781e+30    3.42939504147619e+28    1.00607058319930e+27    3.01302717498920e+27
02.97    6.46075827587278e+30    3.11590664414767e+28    8.78468656652920e+26    2.73855492988957e+27
02.98    6.52376286956192e+30    2.80280432145028e+28    7.57914150035000e+26    2.46415136053542e+27
02.99    6.57086198372444e+30    2.50243179631798e+28    6.50086999047153e+26    2.20071376626632e+27
03.00    6.60121886442469e+30    2.22813031532851e+28    5.60232883355205e+26    1.96001432223195e+27
03.01    6.61378704858098e+30    1.99334572705775e+28    4.92819791014822e+26    1.75392078251117e+27
03.02    6.60789242524416e+30    1.81053457108181e+28    4.51065619916309e+26    1.59343773608520e+27
03.03    6.58301667416139e+30    1.68998070315714e+28    4.36598494859834e+26    1.48765551945694e+27
03.04    6.53929510359179e+30    1.63908473679183e+28    4.49195417367822e+26    1.44312669897993e+27
03.05    6.47750825833510e+30    1.66125132526150e+28    4.86764445597282e+26    1.46287905163048e+27
03.06    6.39939771371000e+30    1.75584879510405e+28    5.45551986094116e+26    1.54638183387840e+27
03.07    6.30719429473216e+30    1.91794788628320e+28    6.20512317331183e+26    1.68929544908435e+27
03.08    6.20369377265703e+30    2.13862374217446e+28    7.05842859666297e+26    1.88374764682463e+27
03.09    6.09217516189212e+30    2.40575709334563e+28    7.95541415982556e+26    2.11903026622756e+27
03.10    5.97591856124556e+30    2.70464885134138e+28    8.83914769297542e+26    2.38214662887816e+27
03.11    5.85785599277276e+30    3.01889052271127e+28    9.65977006002437e+26    2.65857786745221e+27
03.12    5.74087261139449e+30    3.33185558586760e+28    1.03776886150632e+27    2.93362370245440e+27
03.13    5.62701057135024e+30    3.62719165824886e+28    1.09641578720088e+27    3.19281826069850e+27
03.14    5.51800210723547e+30    3.88971869404639e+28    1.14022967717365e+27    3.42275734987786e+27
03.15    5.41483369359115e+30    4.10617543545652e+28    1.16859888121970e+27    3.61174419643077e+27
03.16    5.31809129925012e+30    4.26621648275999e+28    1.18193493066776e+27    3.75068847641247e+27
03.17    5.22797033402445e+30    4.36235274423375e+28    1.18147900414717e+27    3.83303020925099e+27
03.18    5.14434593379477e+30    4.39144905201486e+28    1.16926980983103e+27    3.85608466996370e+27
03.19    5.06696756499393e+30    4.35471411251756e+28    1.14793657209644e+27    3.82100157921292e+27
03.20    4.99540378206416e+30    4.25822468923870e+28    1.12055379149116e+27    3.73322404683175e+27
03.21    4.92918329901614e+30    4.11261098353219e+28    1.09058844813867e+27    3.60219321181074e+27
03.22    4.86769374406278e+30    3.93236732035936e+28    1.06171360847742e+27    3.44071400359686e+27
03.23    4.81025891472161e+30    3.73420178368168e+28    1.03769994901337e+27    3.26350476497717e+27
03.24    4.75617529603328e+30    3.53539156385382e+28    1.02229760643205e+27    3.08573219384127e+27
03.25    4.70462679552087e+30    3.35179180041984e+28    1.01908230044812e+27    2.92124760271941e+27
03.26    4.65471354847580e+30    3.19603916995997e+28    1.03128470752953e+27    2.78102374920002e+27
03.27    4.60536911590264e+30    3.07638370360230e+28    1.06157149328656e+27    2.67213827257283e+27
03.28    4.55543432824152e+30    2.99632303186309e+28    1.11175330507991e+27    2.59746768812937e+27
03.29    4.50398836913931e+30    2.95481099690631e+28    1.18247707715273e+27    2.55591108293203e+27
03.30    4.44982088237411e+30    2.94704189987190e+28    1.27293076177856e+27    2.54308146633940e+27
03.31    4.39212898990339e+30    2.96561504124760e+28    1.38064799131177e+27    2.55236339016118e+27
03.32    4.33023203916749e+30    3.00166512547941e+28    1.50144491716026e+27    2.57590153661404e+27
03.33    4.26395092831963e+30    3.04604615440130e+28    1.62962095873808e+27    2.60566399070441e+27
03.34    4.19358030089582e+30    3.09016016152744e+28    1.75834143670149e+27    2.63415540565444e+27
03.35    4.12007810257070e+30    3.12656526275427e+28    1.88014736783527e+27    2.65495579775578e+27
03.36    4.04488301164301e+30    3.14910741297915e+28    1.98750523575500e+27    2.66282092966609e+27
03.37    3.97003760745403e+30    3.15304415171320e+28    2.07348289899690e+27    2.65380881499639e+27
03.38    3.89807885450298e+30    3.13474707508900e+28    2.13231031010653e+27    2.62502270301923e+27
03.39    3.83154117045782e+30    3.09142218366101e+28    2.15970264855889e+27    2.57437487625627e+27
03.40    3.77296112955543e+30    3.02085659696207e+28    2.15332629604535e+27    2.50038181905137e+27
03.41    3.72464887323309e+30    2.92146387691297e+28    2.11308636340022e+27    2.40222320647357e+27
03.42    3.68822878142342e+30    2.79233664344850e+28    2.04104695495774e+27    2.27975599879454e+27
03.43    3.66481220288431e+30    2.63368380182026e+28    1.94136954828973e+27    2.13387122725812e+27
03.44    3.65467328249063e+30    2.44716087982369e+28    1.81982312111835e+27    1.96670095757177e+27
03.45    3.65754267077984e+30    2.23623203565486e+28    1.68322118982107e+27    1.78184436801583e+27
03.46    3.67258950456585e+30    2.00622729609810e+28    1.53861805935605e+27    1.58431370570439e+27
03.47    3.69851711117184e+30    1.76408730411769e+28    1.39261225164399e+27    1.38022352865922e+27
03.48    3.73386242025233e+30    1.51786909263148e+28    1.25083785904788e+27    1.17632063525899e+27
03.49    3.77683824969370e+30    1.27587534119810e+28    1.11756333712703e+27    9.79241340465776e+26
03.50    3.82557911884584e+30    1.04590505140189e+28    9.95644485541736e+26    7.94921465616321e+26
03.51    3.87807585655884e+30    8.34510278398148e+27    8.86607975425862e+26    6.28065358813740e+26
03.52    3.93219612747099e+30    6.46538145190304e+27    7.90914303780526e+26    4.81864245696596e+26
03.53    3.98556190981238e+30    4.84939218253896e+27    7.08208606512573e+26    3.57939655721170e+26
03.54    4.03579601385723e+30    3.50875421037050e+27    6.37591838313685e+26    2.56515865652418e+26
03.55    4.08035289777442e+30    2.43995072338459e+27    5.77849129281725e+26    1.76697836476837e+26
03.56    4.11679145679917e+30    1.62832042097002e+27    5.27636928437809e+26    1.16822427631719e+26
03.57    4.14290335055046e+30    1.05169816916936e+27    4.85536155643103e+26    7.47565648210210e+25
03.58    4.15687482983080e+30    6.83744002456971e+26    4.50190096025081e+26    4.81552048139887e+25
03.59    4.15771145971733e+30    4.96183204776193e+26    4.20300646297202e+26    3.46244222355954e+25
03.60    4.14506398120428e+30    4.60252041486594e+26    3.94666277053874e+26    3.18202046550275e+25
03.61    4.11954321938528e+30    5.47539184079029e+26    3.72186253021580e+26    3.75009792168716e+25
03.62    4.08278117316556e+30    7.30725937179803e+26    3.51908683063597e+26    4.95720228712204e+25
03.63    4.03693858577138e+30    9.84178859739327e+26    3.33024134171576e+26    6.61196845540032e+25
03.64    3.98483563922590e+30    1.28465465888561e+27    3.14905784323428e+26    8.54536639005776e+25
03.65    3.92938248086860e+30    1.61201948759106e+27    2.97115748032377e+26    1.06149342997347e+26
03.66    3.87356032513199e+30    1.94962533812638e+27    2.79403725328846e+26    1.27065434664231e+26
03.67    3.82000264610965e+30    2.28440927135762e+27    2.61704507486400e+26    1.47342198222565e+26
03.68    3.77097230924588e+30    2.60661750389125e+27    2.44091720804109e+26    1.66373444053116e+26
03.69    3.72840310479696e+30    2.90940874174673e+27    2.26755235624602e+26    1.83771650013379e+26
03.70    3.69383075769402e+30    3.18814854467741e+27    2.09938158262578e+26    1.99312328449288e+26
03.71    3.66851910552658e+30    3.44016992100848e+27    1.93900224395878e+26    2.12910311327396e+26
03.72    3.65361163827510e+30    3.66460886886319e+27    1.78885649312432e+26    2.24600342303991e+26
03.73    3.65016173165047e+30    3.86242333332011e+27    1.65081107497430e+26    2.34529220612057e+26
03.74    3.65927218721894e+30    4.03677832135721e+27    1.52623164338624e+26    2.42972199902934e+26
03.75    3.68207739362767e+30    4.19327940572203e+27    1.41577674682620e+26    2.50338528123249e+26
03.76    3.71980535609976e+30    4.34012543964795e+27    1.31955948840064e+26    2.57175421025434e+26
03.77    3.77380181623581e+30    4.48812228229473e+27    1.23707782446947e+26    2.64164627667181e+26
03.78    3.84540584420914e+30    4.65041684172579e+27    1.16738855066716e+26    2.72105442431114e+26
03.79    3.93612978946662e+30    4.84244294778230e+27    1.10910742353165e+26    2.81913877574064e+26
03.80    4.04749589165109e+30    5.08184154044873e+27    1.06043495071086e+26    2.94621601657839e+26
03.81    4.18107727818897e+30    5.38873625607729e+27    1.01911090874982e+26    3.11397509659684e+26
03.82    4.33847300145543e+30    5.78648823322673e+27    9.82420972979269e+25    3.33599010162690e+26
03.83    4.52134367836544e+30    6.30295483497480e+27    9.47278952164741e+25    3.62852920407490e+26
03.84    4.73117671230668e+30    6.97174025533599e+27    9.10311444666598e+25    4.01135978211086e+26
03.85    4.96930849197893e+30    7.83441650853930e+27    8.68142456862458e+25    4.50916099124190e+26
03.86    5.23678787387419e+30    8.94233413322308e+27    8.17827049285323e+25    5.15270041060667e+26
03.87    5.53386198773814e+30    1.03587388682678e+28    7.57192484211291e+25    5.98023867449208e+26
03.88    5.86018358918230e+30    1.21603163519128e+28    6.85573971078911e+25    7.03865048685732e+26
03.89    6.21406011917439e+30    1.44369119065503e+28    6.04039848069473e+25    8.38352907196506e+26
03.90    6.59270752736620e+30    1.72874937570039e+28    5.15934086164280e+25    1.00770880677796e+27
03.91    6.99151690001204e+30    2.08128687325891e+28    4.27028494127529e+25    1.21841400730612e+27
03.92    7.40448852598532e+30    2.51031217195234e+28    3.45609232398434e+25    1.47647790923952e+27
03.93    7.82390926366422e+30    3.02232667844276e+28    2.82340170945283e+25    1.78657707788113e+27
03.94    8.24100012686159e+30    3.62013721302192e+28    2.49897424234065e+25    2.15130069143834e+27
03.95    8.64587007072420e+30    4.30186963315556e+28    2.62308720838854e+25    2.57047353095452e+27
03.96    9.02877170911671e+30    5.06133430907712e+28    3.34078173042767e+25    3.04129897800111e+27
03.97    9.38065576929531e+30    5.88881739588533e+28    4.79008922012176e+25    3.55870843744312e+27
03.98    9.69441554630823e+30    6.77299123630820e+28    7.08980852706316e+25    4.11646666102805e+27
03.99    9.96584937574117e+30    7.70260807192470e+28    1.03272315207899e+26    4.70815971099362e+27
04.00    1.01949930744908e+31    8.66839795229319e+28    1.45491522284582e+26    5.32837971133311e+27
04.01    1.03864254017127e+31    9.66403283627227e+28    1.97563307773004e+26    5.97336017853057e+27
04.02    1.05502780036840e+31    1.06866513499053e+29    2.59036710959918e+26    6.64139431837738e+27
04.03    1.07014480969967e+31    1.17361225192130e+29    3.29044106186255e+26    7.33245123610338e+27
04.04    1.08601778249870e+31    1.28148803391840e+29    4.06395769909018e+26    8.04815631970275e+27
04.05    1.10508906065358e+31    1.39265828416087e+29    4.89704929426700e+26    8.79100637516004e+27
04.06    1.13009985031722e+31    1.50753632978168e+29    5.77520222248360e+26    9.56389639044602e+27
04.07    1.16397614347723e+31    1.62651645793516e+29    6.68470713045828e+26    1.03697879270922e+28
04.08    1.20969685276775e+31    1.74993036497263e+29    7.61413595983977e+26    1.12113717076394e+28
04.09    1.27015870641860e+31    1.87794669703811e+29    8.55490748688355e+26    1.20904111315114e+28
04.10    1.34795617994665e+31    2.01057785422745e+29    9.50183684908010e+26    1.30078033880522e+28
04.11    1.44535641626980e+31    2.14758368814417e+29    1.04525790397430e+27    1.39628683281425e+28
04.12    1.56413348163791e+31    2.28850378727894e+29    1.14069069314096e+27    1.49535260864943e+28
04.13    1.70554292008168e+31    2.43251307018896e+29    1.23643945185818e+27    1.59753469730114e+28
04.14    1.87018938876204e+31    2.57838069275242e+29    1.33217720415135e+27    1.70211042201053e+28
04.15    2.05808184358365e+31    2.72435197438149e+29    1.42696589095823e+27    1.80799600135723e+28
04.16    2.26856491132497e+31    2.86810283977050e+29    1.51899882943104e+27    1.91370730242348e+28
04.17    2.50031045262778e+31    3.00657776762275e+29    1.60523096922028e+27    2.01722161314881e+28
04.18    2.75131565973105e+31    3.13604917753989e+29    1.68138851408758e+27    2.11601724896644e+28
04.19    3.01887129846406e+31    3.25202866050667e+29    1.74189455048349e+27    2.20698283747581e+28
04.20    3.29948891735034e+31    3.34950542080457e+29    1.78028865142587e+27    2.28656030173433e+28
04.21    3.58890264312893e+31    3.42317153066414e+29    1.78977527957430e+27    2.35088537933858e+28
04.22    3.88219729756370e+31    3.46794616323945e+29    1.76420386596209e+27    2.39614616403976e+28
04.23    4.17372459908365e+31    3.47944334315246e+29    1.69903330235596e+27    2.41890315286694e+28
04.24    4.45728257538124e+31    3.45454019988030e+29    1.59239574247286e+27    2.41651016235984e+28
04.25    4.72644078470555e+31    3.39207565025395e+29    1.44608310861294e+27    2.38762475210864e+28
04.26    4.97450943235126e+31    3.29283438201971e+29    1.26585896667401e+27    2.33226189677611e+28
04.27    5.19525672374019e+31    3.16003537909199e+29    1.06174648622820e+27    2.25219089139814e+28
04.28    5.38265220569816e+31    2.99865709461104e+29    8.47396369289877e+26    2.15048417186888e+28
04.29    5.53161688904481e+31    2.81524225592781e+29    6.39575159610119e+26    2.03146010846347e+28
04.30    5.63798133036727e+31    2.61707072316097e+29    4.57147658225583e+26    1.90008945696006e+28
04.31    5.69860709368478e+31    2.41128042100305e+29    3.20171892796255e+26    1.76136171805863e+28
04.32    5.71188632253317e+31    2.20445404584567e+29    2.48993945177278e+26    1.62001465675978e+28
04.33    5.67727437112842e+31    2.00185195105117e+29    2.63099290102839e+26    1.47991203846301e+28
04.34    5.59539068801243e+31    1.80722236277219e+29    3.79707672871008e+26    1.34388844078423e+28
04.35    5.46842855545876e+31    1.62282493333957e+29    6.11886551969380e+26    1.21372845824830e+28
04.36    5.29953214786400e+31    1.44952177131415e+29    9.65934432038187e+26    1.09019820123621e+28
04.37    5.09330287902330e+31    1.28727497069696e+29    1.43891781548917e+27    9.73398906403451e+27
04.38    4.85515050433505e+31    1.13538437348367e+29    2.01620871639987e+27    8.62925841705097e+27
04.39    4.59170207282898e+31    9.93288815674370e+28    2.67044739944511e+27    7.58478447585952e+27
04.40    4.31032865592998e+31    8.60795701878161e+28    3.36224792551439e+27    6.60044563162299e+27
04.41    4.01900654555808e+31    7.38430456018674e+28    4.04342780813239e+27    5.68183787233379e+27
04.42    3.72587242803869e+31    6.27538330342824e+28    4.66269591322909e+27    4.84118107346517e+27
